,model,layer,accuracy,experiment
4567,resnet18,ReLU-14,1,curv
4568,resnet18,ReLU-14,0,curv
4569,resnet18,ReLU-14,0,curv
4570,resnet18,ReLU-14,0,curv
4571,resnet18,ReLU-14,1,curv
4572,resnet18,ReLU-14,0,curv
4573,resnet18,ReLU-14,1,curv
4574,resnet18,ReLU-14,0,curv
4575,resnet18,ReLU-14,1,curv
4576,resnet18,ReLU-14,1,curv
4577,resnet18,ReLU-14,0,curv
4578,resnet18,ReLU-14,0,curv
4579,resnet18,ReLU-14,0,curv
4580,resnet18,ReLU-14,1,curv
4581,resnet18,ReLU-14,1,curv
4582,resnet18,ReLU-14,1,curv
4583,resnet18,ReLU-14,1,curv
4584,resnet18,ReLU-14,1,curv
4585,resnet18,ReLU-14,1,curv
4586,resnet18,ReLU-14,1,curv
4587,resnet18,ReLU-14,1,curv
4588,resnet18,ReLU-14,1,curv
4589,resnet18,ReLU-14,1,curv
4590,resnet18,ReLU-14,1,curv
4591,resnet18,ReLU-14,1,curv
4592,resnet18,ReLU-14,1,curv
4593,resnet18,ReLU-14,1,curv
4594,resnet18,ReLU-14,1,curv
4595,resnet18,ReLU-14,1,curv
4596,resnet18,ReLU-14,1,curv
4597,resnet18,ReLU-14,1,curv
4598,resnet18,ReLU-14,1,curv
4599,resnet18,ReLU-14,0,curv
4600,resnet18,ReLU-14,1,curv
4601,resnet18,ReLU-14,1,curv
4602,resnet18,ReLU-14,1,curv
4603,resnet18,ReLU-14,0,curv
4604,resnet18,ReLU-14,1,curv
4605,resnet18,ReLU-14,1,curv
4606,resnet18,ReLU-14,1,curv
4607,resnet18,ReLU-14,1,curv
4608,resnet18,ReLU-14,1,curv
4609,resnet18,ReLU-14,1,curv
4610,resnet18,ReLU-14,1,curv
4611,resnet18,ReLU-14,1,curv
4612,resnet18,ReLU-14,1,curv
4613,resnet18,ReLU-14,1,curv
4614,resnet18,ReLU-14,1,curv
4615,resnet18,ReLU-14,1,curv
4616,resnet18,ReLU-14,1,curv
4617,resnet18,ReLU-14,1,curv
4618,resnet18,ReLU-14,1,curv
4619,resnet18,ReLU-14,1,curv
4620,resnet18,ReLU-14,1,curv
4621,resnet18,ReLU-14,1,curv
4622,resnet18,ReLU-14,1,curv
4623,resnet18,ReLU-14,1,curv
4624,resnet18,ReLU-14,1,curv
4625,resnet18,ReLU-14,1,curv
4626,resnet18,ReLU-14,1,curv
4627,resnet18,ReLU-14,1,curv
4628,resnet18,ReLU-14,1,curv
4629,resnet18,ReLU-14,1,curv
4630,resnet18,ReLU-14,1,curv
4631,resnet18,ReLU-14,1,curv
4632,resnet18,ReLU-14,1,curv
4633,resnet18,ReLU-14,1,curv
4634,resnet18,ReLU-14,1,curv
4635,resnet18,ReLU-14,1,curv
4636,resnet18,ReLU-14,1,curv
4637,resnet18,ReLU-14,0,curv
4638,resnet18,ReLU-14,1,curv
4639,resnet18,ReLU-14,1,curv
4640,resnet18,ReLU-14,1,curv
4641,resnet18,ReLU-14,1,curv
4642,resnet18,ReLU-14,1,curv
4643,resnet18,ReLU-14,1,curv
4644,resnet18,ReLU-14,1,curv
4645,resnet18,ReLU-14,1,curv
4646,resnet18,ReLU-14,1,curv
4647,resnet18,ReLU-14,1,curv
4648,resnet18,ReLU-14,1,curv
4649,resnet18,ReLU-14,1,curv
4650,resnet18,ReLU-14,1,curv
4651,resnet18,ReLU-14,1,curv
4652,resnet18,ReLU-14,1,curv
4653,resnet18,ReLU-14,1,curv
4654,resnet18,ReLU-14,1,curv
4655,resnet18,ReLU-14,0,curv
4656,resnet18,ReLU-14,1,curv
4657,resnet18,ReLU-14,1,curv
4658,resnet18,ReLU-14,1,curv
4659,resnet18,ReLU-14,1,curv
4660,resnet18,ReLU-14,1,curv
4661,resnet18,ReLU-14,1,curv
4662,resnet18,ReLU-14,1,curv
4663,resnet18,ReLU-14,1,curv
4664,resnet18,ReLU-14,1,curv
4665,resnet18,ReLU-14,1,curv
4666,resnet18,ReLU-14,1,curv
4667,resnet18,ReLU-14,1,curv
4668,resnet18,ReLU-14,1,curv
4669,resnet18,ReLU-14,1,curv
4670,resnet18,ReLU-14,1,curv
4671,resnet18,ReLU-14,1,curv
4672,resnet18,ReLU-14,1,curv
4673,resnet18,ReLU-14,1,curv
4674,resnet18,ReLU-14,1,curv
4675,resnet18,ReLU-14,1,curv
4676,resnet18,ReLU-14,1,curv
4677,resnet18,ReLU-14,1,curv
4678,resnet18,ReLU-14,1,curv
4679,resnet18,ReLU-14,1,curv
4680,resnet18,ReLU-15,1,curv
4681,resnet18,ReLU-15,1,curv
4682,resnet18,ReLU-15,1,curv
4683,resnet18,ReLU-15,1,curv
4684,resnet18,ReLU-15,0,curv
4685,resnet18,ReLU-15,0,curv
4686,resnet18,ReLU-15,1,curv
4687,resnet18,ReLU-15,0,curv
4688,resnet18,ReLU-15,1,curv
4689,resnet18,ReLU-15,0,curv
4690,resnet18,ReLU-15,0,curv
4691,resnet18,ReLU-15,1,curv
4692,resnet18,ReLU-15,0,curv
4693,resnet18,ReLU-15,1,curv
4694,resnet18,ReLU-15,0,curv
4695,resnet18,ReLU-15,1,curv
4696,resnet18,ReLU-15,0,curv
4697,resnet18,ReLU-15,1,curv
4698,resnet18,ReLU-15,0,curv
4699,resnet18,ReLU-15,1,curv
4700,resnet18,ReLU-15,1,curv
4701,resnet18,ReLU-15,1,curv
4702,resnet18,ReLU-15,1,curv
4703,resnet18,ReLU-15,1,curv
4704,resnet18,ReLU-15,1,curv
4705,resnet18,ReLU-15,1,curv
4706,resnet18,ReLU-15,1,curv
4707,resnet18,ReLU-15,1,curv
4708,resnet18,ReLU-15,1,curv
4709,resnet18,ReLU-15,1,curv
4710,resnet18,ReLU-15,1,curv
4711,resnet18,ReLU-15,1,curv
4712,resnet18,ReLU-15,1,curv
4713,resnet18,ReLU-15,1,curv
4714,resnet18,ReLU-15,1,curv
4715,resnet18,ReLU-15,1,curv
4716,resnet18,ReLU-15,1,curv
4717,resnet18,ReLU-15,1,curv
4718,resnet18,ReLU-15,1,curv
4719,resnet18,ReLU-15,1,curv
4720,resnet18,ReLU-15,1,curv
4721,resnet18,ReLU-15,1,curv
4722,resnet18,ReLU-15,1,curv
4723,resnet18,ReLU-15,1,curv
4724,resnet18,ReLU-15,1,curv
4725,resnet18,ReLU-15,1,curv
4726,resnet18,ReLU-15,1,curv
4727,resnet18,ReLU-15,1,curv
4728,resnet18,ReLU-15,1,curv
4729,resnet18,ReLU-15,1,curv
4730,resnet18,ReLU-15,1,curv
4731,resnet18,ReLU-15,1,curv
4732,resnet18,ReLU-15,1,curv
4733,resnet18,ReLU-15,1,curv
4734,resnet18,ReLU-15,1,curv
4735,resnet18,ReLU-15,1,curv
4736,resnet18,ReLU-15,1,curv
4737,resnet18,ReLU-15,1,curv
4738,resnet18,ReLU-15,1,curv
4739,resnet18,ReLU-15,1,curv
4740,resnet18,ReLU-15,1,curv
4741,resnet18,ReLU-15,1,curv
4742,resnet18,ReLU-15,1,curv
4743,resnet18,ReLU-15,1,curv
4744,resnet18,ReLU-15,1,curv
4745,resnet18,ReLU-15,1,curv
4746,resnet18,ReLU-15,1,curv
4747,resnet18,ReLU-15,1,curv
4748,resnet18,ReLU-15,1,curv
4749,resnet18,ReLU-15,1,curv
4750,resnet18,ReLU-15,1,curv
4751,resnet18,ReLU-15,1,curv
4752,resnet18,ReLU-15,1,curv
4753,resnet18,ReLU-15,1,curv
4754,resnet18,ReLU-15,1,curv
4755,resnet18,ReLU-15,1,curv
4756,resnet18,ReLU-15,1,curv
4757,resnet18,ReLU-15,1,curv
4758,resnet18,ReLU-15,1,curv
4759,resnet18,ReLU-15,1,curv
4760,resnet18,ReLU-15,1,curv
4761,resnet18,ReLU-15,1,curv
4762,resnet18,ReLU-15,1,curv
4763,resnet18,ReLU-15,1,curv
4764,resnet18,ReLU-15,1,curv
4765,resnet18,ReLU-15,1,curv
4766,resnet18,ReLU-15,1,curv
4767,resnet18,ReLU-15,1,curv
4768,resnet18,ReLU-15,1,curv
4769,resnet18,ReLU-15,1,curv
4770,resnet18,ReLU-15,0,curv
4771,resnet18,ReLU-15,1,curv
4772,resnet18,ReLU-15,1,curv
4773,resnet18,ReLU-15,1,curv
4774,resnet18,ReLU-15,1,curv
4775,resnet18,ReLU-15,1,curv
4776,resnet18,ReLU-15,1,curv
4777,resnet18,ReLU-15,1,curv
4778,resnet18,ReLU-15,1,curv
4779,resnet18,ReLU-15,1,curv
4780,resnet18,ReLU-15,1,curv
4781,resnet18,ReLU-15,1,curv
4782,resnet18,ReLU-15,1,curv
4783,resnet18,ReLU-15,1,curv
4784,resnet18,ReLU-15,1,curv
4785,resnet18,ReLU-15,1,curv
4786,resnet18,ReLU-15,1,curv
4787,resnet18,ReLU-15,1,curv
4788,resnet18,ReLU-15,1,curv
4789,resnet18,ReLU-15,1,curv
4790,resnet18,ReLU-15,1,curv
4791,resnet18,ReLU-15,1,curv
4792,resnet18,ReLU-15,1,curv
4793,resnet18,ReLU-15,1,curv
4794,resnet18,ReLU-15,1,curv
4795,resnet18,ReLU-15,1,curv
4796,resnet18,ReLU-15,1,curv
4797,resnet18,ReLU-15,1,curv
4798,resnet18,ReLU-15,1,curv
4799,resnet18,ReLU-15,1,curv
4800,resnet18,ReLU-16,0,curv
4801,resnet18,ReLU-16,1,curv
4802,resnet18,ReLU-16,0,curv
4803,resnet18,ReLU-16,1,curv
4804,resnet18,ReLU-16,0,curv
4805,resnet18,ReLU-16,1,curv
4806,resnet18,ReLU-16,1,curv
4807,resnet18,ReLU-16,1,curv
4808,resnet18,ReLU-16,0,curv
4809,resnet18,ReLU-16,0,curv
4810,resnet18,ReLU-16,0,curv
4811,resnet18,ReLU-16,1,curv
4812,resnet18,ReLU-16,1,curv
4813,resnet18,ReLU-16,1,curv
4814,resnet18,ReLU-16,0,curv
4815,resnet18,ReLU-16,1,curv
4816,resnet18,ReLU-16,1,curv
4817,resnet18,ReLU-16,0,curv
4818,resnet18,ReLU-16,1,curv
4819,resnet18,ReLU-16,0,curv
4820,resnet18,ReLU-16,1,curv
4821,resnet18,ReLU-16,1,curv
4822,resnet18,ReLU-16,1,curv
4823,resnet18,ReLU-16,1,curv
4824,resnet18,ReLU-16,1,curv
4825,resnet18,ReLU-16,1,curv
4826,resnet18,ReLU-16,1,curv
4827,resnet18,ReLU-16,1,curv
4828,resnet18,ReLU-16,1,curv
4829,resnet18,ReLU-16,1,curv
4830,resnet18,ReLU-16,1,curv
4831,resnet18,ReLU-16,1,curv
4832,resnet18,ReLU-16,1,curv
4833,resnet18,ReLU-16,1,curv
4834,resnet18,ReLU-16,1,curv
4835,resnet18,ReLU-16,1,curv
4836,resnet18,ReLU-16,1,curv
4837,resnet18,ReLU-16,1,curv
4838,resnet18,ReLU-16,1,curv
4839,resnet18,ReLU-16,1,curv
4840,resnet18,ReLU-16,1,curv
4841,resnet18,ReLU-16,1,curv
4842,resnet18,ReLU-16,1,curv
4843,resnet18,ReLU-16,1,curv
4844,resnet18,ReLU-16,1,curv
4845,resnet18,ReLU-16,1,curv
4846,resnet18,ReLU-16,1,curv
4847,resnet18,ReLU-16,1,curv
4848,resnet18,ReLU-16,1,curv
4849,resnet18,ReLU-16,1,curv
4850,resnet18,ReLU-16,1,curv
4851,resnet18,ReLU-16,1,curv
4852,resnet18,ReLU-16,1,curv
4853,resnet18,ReLU-16,1,curv
4854,resnet18,ReLU-16,1,curv
4855,resnet18,ReLU-16,1,curv
4856,resnet18,ReLU-16,1,curv
4857,resnet18,ReLU-16,1,curv
4858,resnet18,ReLU-16,1,curv
4859,resnet18,ReLU-16,1,curv
4860,resnet18,ReLU-16,1,curv
4861,resnet18,ReLU-16,1,curv
4862,resnet18,ReLU-16,1,curv
4863,resnet18,ReLU-16,1,curv
4864,resnet18,ReLU-16,1,curv
4865,resnet18,ReLU-16,1,curv
4866,resnet18,ReLU-16,1,curv
4867,resnet18,ReLU-16,1,curv
4868,resnet18,ReLU-16,1,curv
4869,resnet18,ReLU-16,1,curv
4870,resnet18,ReLU-16,1,curv
4871,resnet18,ReLU-16,1,curv
4872,resnet18,ReLU-16,1,curv
4873,resnet18,ReLU-16,1,curv
4874,resnet18,ReLU-16,1,curv
4875,resnet18,ReLU-16,1,curv
4876,resnet18,ReLU-16,1,curv
4877,resnet18,ReLU-16,1,curv
4878,resnet18,ReLU-16,1,curv
4879,resnet18,ReLU-16,1,curv
4880,resnet18,ReLU-16,1,curv
4881,resnet18,ReLU-16,1,curv
4882,resnet18,ReLU-16,1,curv
4883,resnet18,ReLU-16,1,curv
4884,resnet18,ReLU-16,1,curv
4885,resnet18,ReLU-16,1,curv
4886,resnet18,ReLU-16,1,curv
4887,resnet18,ReLU-16,1,curv
4888,resnet18,ReLU-16,1,curv
4889,resnet18,ReLU-16,1,curv
4890,resnet18,ReLU-16,1,curv
4891,resnet18,ReLU-16,1,curv
4892,resnet18,ReLU-16,1,curv
4893,resnet18,ReLU-16,1,curv
4894,resnet18,ReLU-16,1,curv
4895,resnet18,ReLU-16,1,curv
4896,resnet18,ReLU-16,1,curv
4897,resnet18,ReLU-16,1,curv
4898,resnet18,ReLU-16,1,curv
4899,resnet18,ReLU-16,1,curv
4900,resnet18,ReLU-16,1,curv
4901,resnet18,ReLU-16,1,curv
4902,resnet18,ReLU-16,1,curv
4903,resnet18,ReLU-16,1,curv
4904,resnet18,ReLU-16,1,curv
4905,resnet18,ReLU-16,1,curv
4906,resnet18,ReLU-16,1,curv
4907,resnet18,ReLU-16,1,curv
4908,resnet18,ReLU-16,1,curv
4909,resnet18,ReLU-16,1,curv
4910,resnet18,ReLU-16,1,curv
4911,resnet18,ReLU-16,1,curv
4912,resnet18,ReLU-16,1,curv
4913,resnet18,ReLU-16,1,curv
4914,resnet18,ReLU-16,1,curv
4915,resnet18,ReLU-16,1,curv
4916,resnet18,ReLU-16,1,curv
4917,resnet18,ReLU-16,1,curv
4918,resnet18,ReLU-16,1,curv
4919,resnet18,ReLU-16,1,curv
4920,resnet18,ReLU-17,1,curv
4921,resnet18,ReLU-17,0,curv
4922,resnet18,ReLU-17,1,curv
4923,resnet18,ReLU-17,1,curv
4924,resnet18,ReLU-17,0,curv
4925,resnet18,ReLU-17,1,curv
4926,resnet18,ReLU-17,1,curv
4927,resnet18,ReLU-17,1,curv
4928,resnet18,ReLU-17,1,curv
4929,resnet18,ReLU-17,0,curv
4930,resnet18,ReLU-17,1,curv
4931,resnet18,ReLU-17,1,curv
4932,resnet18,ReLU-17,1,curv
4933,resnet18,ReLU-17,1,curv
4934,resnet18,ReLU-17,1,curv
4935,resnet18,ReLU-17,1,curv
4936,resnet18,ReLU-17,0,curv
4937,resnet18,ReLU-17,0,curv
4938,resnet18,ReLU-17,0,curv
4939,resnet18,ReLU-17,1,curv
4940,resnet18,ReLU-17,1,curv
4941,resnet18,ReLU-17,1,curv
4942,resnet18,ReLU-17,1,curv
4943,resnet18,ReLU-17,1,curv
4944,resnet18,ReLU-17,1,curv
4945,resnet18,ReLU-17,1,curv
4946,resnet18,ReLU-17,1,curv
4947,resnet18,ReLU-17,1,curv
4948,resnet18,ReLU-17,1,curv
4949,resnet18,ReLU-17,1,curv
4950,resnet18,ReLU-17,1,curv
4951,resnet18,ReLU-17,1,curv
4952,resnet18,ReLU-17,1,curv
4953,resnet18,ReLU-17,1,curv
4954,resnet18,ReLU-17,1,curv
4955,resnet18,ReLU-17,1,curv
4956,resnet18,ReLU-17,1,curv
4957,resnet18,ReLU-17,1,curv
4958,resnet18,ReLU-17,1,curv
4959,resnet18,ReLU-17,1,curv
4960,resnet18,ReLU-17,1,curv
4961,resnet18,ReLU-17,1,curv
4962,resnet18,ReLU-17,1,curv
4963,resnet18,ReLU-17,1,curv
4964,resnet18,ReLU-17,1,curv
4965,resnet18,ReLU-17,1,curv
4966,resnet18,ReLU-17,1,curv
4967,resnet18,ReLU-17,1,curv
4968,resnet18,ReLU-17,1,curv
4969,resnet18,ReLU-17,1,curv
4970,resnet18,ReLU-17,1,curv
4971,resnet18,ReLU-17,1,curv
4972,resnet18,ReLU-17,1,curv
4973,resnet18,ReLU-17,1,curv
4974,resnet18,ReLU-17,1,curv
4975,resnet18,ReLU-17,1,curv
4976,resnet18,ReLU-17,1,curv
4977,resnet18,ReLU-17,1,curv
4978,resnet18,ReLU-17,1,curv
4979,resnet18,ReLU-17,1,curv
4980,resnet18,ReLU-17,1,curv
4981,resnet18,ReLU-17,1,curv
4982,resnet18,ReLU-17,1,curv
4983,resnet18,ReLU-17,1,curv
4984,resnet18,ReLU-17,1,curv
4985,resnet18,ReLU-17,1,curv
4986,resnet18,ReLU-17,1,curv
4987,resnet18,ReLU-17,1,curv
4988,resnet18,ReLU-17,1,curv
4989,resnet18,ReLU-17,1,curv
4990,resnet18,ReLU-17,1,curv
4991,resnet18,ReLU-17,1,curv
4992,resnet18,ReLU-17,1,curv
4993,resnet18,ReLU-17,1,curv
4994,resnet18,ReLU-17,1,curv
4995,resnet18,ReLU-17,1,curv
4996,resnet18,ReLU-17,1,curv
4997,resnet18,ReLU-17,1,curv
4998,resnet18,ReLU-17,1,curv
4999,resnet18,ReLU-17,1,curv
5000,resnet18,ReLU-17,1,curv
5001,resnet18,ReLU-17,1,curv
5002,resnet18,ReLU-17,1,curv
5003,resnet18,ReLU-17,1,curv
5004,resnet18,ReLU-17,1,curv
5005,resnet18,ReLU-17,1,curv
5006,resnet18,ReLU-17,1,curv
5007,resnet18,ReLU-17,1,curv
5008,resnet18,ReLU-17,1,curv
5009,resnet18,ReLU-17,1,curv
5010,resnet18,ReLU-17,1,curv
5011,resnet18,ReLU-17,1,curv
5012,resnet18,ReLU-17,1,curv
5013,resnet18,ReLU-17,1,curv
5014,resnet18,ReLU-17,1,curv
5015,resnet18,ReLU-17,1,curv
5016,resnet18,ReLU-17,1,curv
5017,resnet18,ReLU-17,1,curv
5018,resnet18,ReLU-17,1,curv
5019,resnet18,ReLU-17,1,curv
5020,resnet18,ReLU-17,1,curv
5021,resnet18,ReLU-17,1,curv
5022,resnet18,ReLU-17,1,curv
5023,resnet18,ReLU-17,1,curv
5024,resnet18,ReLU-17,1,curv
5025,resnet18,ReLU-17,1,curv
5026,resnet18,ReLU-17,1,curv
5027,resnet18,ReLU-17,1,curv
5028,resnet18,ReLU-17,1,curv
5029,resnet18,ReLU-17,1,curv
5030,resnet18,ReLU-17,1,curv
5031,resnet18,ReLU-17,1,curv
5032,resnet18,ReLU-17,1,curv
5033,resnet18,ReLU-17,1,curv
5034,resnet18,ReLU-17,1,curv
5035,resnet18,ReLU-17,1,curv
5036,resnet18,ReLU-17,1,curv
5037,resnet18,ReLU-17,1,curv
5038,resnet18,ReLU-17,1,curv
5039,resnet18,ReLU-17,1,curv
5040,resnet18,AdaptiveAvgPool2d-1,1,curv
5041,resnet18,AdaptiveAvgPool2d-1,0,curv
5042,resnet18,AdaptiveAvgPool2d-1,1,curv
5043,resnet18,AdaptiveAvgPool2d-1,0,curv
5044,resnet18,AdaptiveAvgPool2d-1,0,curv
5045,resnet18,AdaptiveAvgPool2d-1,1,curv
5046,resnet18,AdaptiveAvgPool2d-1,1,curv
5047,resnet18,AdaptiveAvgPool2d-1,0,curv
5048,resnet18,AdaptiveAvgPool2d-1,0,curv
5049,resnet18,AdaptiveAvgPool2d-1,0,curv
5050,resnet18,AdaptiveAvgPool2d-1,0,curv
5051,resnet18,AdaptiveAvgPool2d-1,0,curv
5052,resnet18,AdaptiveAvgPool2d-1,0,curv
5053,resnet18,AdaptiveAvgPool2d-1,1,curv
5054,resnet18,AdaptiveAvgPool2d-1,1,curv
5055,resnet18,AdaptiveAvgPool2d-1,0,curv
5056,resnet18,AdaptiveAvgPool2d-1,0,curv
5057,resnet18,AdaptiveAvgPool2d-1,0,curv
5058,resnet18,AdaptiveAvgPool2d-1,1,curv
5059,resnet18,AdaptiveAvgPool2d-1,1,curv
5060,resnet18,AdaptiveAvgPool2d-1,1,curv
5061,resnet18,AdaptiveAvgPool2d-1,1,curv
5062,resnet18,AdaptiveAvgPool2d-1,1,curv
5063,resnet18,AdaptiveAvgPool2d-1,1,curv
5064,resnet18,AdaptiveAvgPool2d-1,1,curv
5065,resnet18,AdaptiveAvgPool2d-1,1,curv
5066,resnet18,AdaptiveAvgPool2d-1,1,curv
5067,resnet18,AdaptiveAvgPool2d-1,1,curv
5068,resnet18,AdaptiveAvgPool2d-1,1,curv
5069,resnet18,AdaptiveAvgPool2d-1,1,curv
5070,resnet18,AdaptiveAvgPool2d-1,1,curv
5071,resnet18,AdaptiveAvgPool2d-1,1,curv
5072,resnet18,AdaptiveAvgPool2d-1,1,curv
5073,resnet18,AdaptiveAvgPool2d-1,1,curv
5074,resnet18,AdaptiveAvgPool2d-1,1,curv
5075,resnet18,AdaptiveAvgPool2d-1,1,curv
5076,resnet18,AdaptiveAvgPool2d-1,1,curv
5077,resnet18,AdaptiveAvgPool2d-1,1,curv
5078,resnet18,AdaptiveAvgPool2d-1,1,curv
5079,resnet18,AdaptiveAvgPool2d-1,1,curv
5080,resnet18,AdaptiveAvgPool2d-1,1,curv
5081,resnet18,AdaptiveAvgPool2d-1,1,curv
5082,resnet18,AdaptiveAvgPool2d-1,1,curv
5083,resnet18,AdaptiveAvgPool2d-1,1,curv
5084,resnet18,AdaptiveAvgPool2d-1,1,curv
5085,resnet18,AdaptiveAvgPool2d-1,1,curv
5086,resnet18,AdaptiveAvgPool2d-1,1,curv
5087,resnet18,AdaptiveAvgPool2d-1,1,curv
5088,resnet18,AdaptiveAvgPool2d-1,1,curv
5089,resnet18,AdaptiveAvgPool2d-1,1,curv
5090,resnet18,AdaptiveAvgPool2d-1,1,curv
5091,resnet18,AdaptiveAvgPool2d-1,1,curv
5092,resnet18,AdaptiveAvgPool2d-1,1,curv
5093,resnet18,AdaptiveAvgPool2d-1,1,curv
5094,resnet18,AdaptiveAvgPool2d-1,1,curv
5095,resnet18,AdaptiveAvgPool2d-1,1,curv
5096,resnet18,AdaptiveAvgPool2d-1,1,curv
5097,resnet18,AdaptiveAvgPool2d-1,1,curv
5098,resnet18,AdaptiveAvgPool2d-1,1,curv
5099,resnet18,AdaptiveAvgPool2d-1,1,curv
5100,resnet18,AdaptiveAvgPool2d-1,1,curv
5101,resnet18,AdaptiveAvgPool2d-1,1,curv
5102,resnet18,AdaptiveAvgPool2d-1,1,curv
5103,resnet18,AdaptiveAvgPool2d-1,1,curv
5104,resnet18,AdaptiveAvgPool2d-1,1,curv
5105,resnet18,AdaptiveAvgPool2d-1,1,curv
5106,resnet18,AdaptiveAvgPool2d-1,1,curv
5107,resnet18,AdaptiveAvgPool2d-1,1,curv
5108,resnet18,AdaptiveAvgPool2d-1,1,curv
5109,resnet18,AdaptiveAvgPool2d-1,1,curv
5110,resnet18,AdaptiveAvgPool2d-1,1,curv
5111,resnet18,AdaptiveAvgPool2d-1,1,curv
5112,resnet18,AdaptiveAvgPool2d-1,1,curv
5113,resnet18,AdaptiveAvgPool2d-1,1,curv
5114,resnet18,AdaptiveAvgPool2d-1,1,curv
5115,resnet18,AdaptiveAvgPool2d-1,1,curv
5116,resnet18,AdaptiveAvgPool2d-1,1,curv
5117,resnet18,AdaptiveAvgPool2d-1,1,curv
5118,resnet18,AdaptiveAvgPool2d-1,1,curv
5119,resnet18,AdaptiveAvgPool2d-1,1,curv
5120,resnet18,AdaptiveAvgPool2d-1,1,curv
5121,resnet18,AdaptiveAvgPool2d-1,1,curv
5122,resnet18,AdaptiveAvgPool2d-1,1,curv
5123,resnet18,AdaptiveAvgPool2d-1,1,curv
5124,resnet18,AdaptiveAvgPool2d-1,1,curv
5125,resnet18,AdaptiveAvgPool2d-1,1,curv
5126,resnet18,AdaptiveAvgPool2d-1,1,curv
5127,resnet18,AdaptiveAvgPool2d-1,1,curv
5128,resnet18,AdaptiveAvgPool2d-1,1,curv
5129,resnet18,AdaptiveAvgPool2d-1,1,curv
5130,resnet18,AdaptiveAvgPool2d-1,1,curv
5131,resnet18,AdaptiveAvgPool2d-1,1,curv
5132,resnet18,AdaptiveAvgPool2d-1,1,curv
5133,resnet18,AdaptiveAvgPool2d-1,1,curv
5134,resnet18,AdaptiveAvgPool2d-1,1,curv
5135,resnet18,AdaptiveAvgPool2d-1,1,curv
5136,resnet18,AdaptiveAvgPool2d-1,1,curv
5137,resnet18,AdaptiveAvgPool2d-1,1,curv
5138,resnet18,AdaptiveAvgPool2d-1,1,curv
5139,resnet18,AdaptiveAvgPool2d-1,1,curv
5140,resnet18,AdaptiveAvgPool2d-1,1,curv
5141,resnet18,AdaptiveAvgPool2d-1,1,curv
5142,resnet18,AdaptiveAvgPool2d-1,1,curv
5143,resnet18,AdaptiveAvgPool2d-1,1,curv
5144,resnet18,AdaptiveAvgPool2d-1,1,curv
5145,resnet18,AdaptiveAvgPool2d-1,1,curv
5146,resnet18,AdaptiveAvgPool2d-1,1,curv
5147,resnet18,AdaptiveAvgPool2d-1,1,curv
5148,resnet18,AdaptiveAvgPool2d-1,1,curv
5149,resnet18,AdaptiveAvgPool2d-1,1,curv
5150,resnet18,AdaptiveAvgPool2d-1,1,curv
5151,resnet18,AdaptiveAvgPool2d-1,1,curv
5152,resnet18,AdaptiveAvgPool2d-1,1,curv
5153,resnet18,AdaptiveAvgPool2d-1,1,curv
5154,resnet18,AdaptiveAvgPool2d-1,1,curv
5155,resnet18,AdaptiveAvgPool2d-1,1,curv
5156,resnet18,AdaptiveAvgPool2d-1,1,curv
5157,resnet18,AdaptiveAvgPool2d-1,1,curv
5158,resnet18,AdaptiveAvgPool2d-1,1,curv
5159,resnet18,AdaptiveAvgPool2d-1,1,curv
5160,cornet_z,ReLU-1,0,curv
5161,cornet_z,ReLU-1,1,curv
5162,cornet_z,ReLU-1,0,curv
5163,cornet_z,ReLU-1,0,curv
5164,cornet_z,ReLU-1,0,curv
5165,cornet_z,ReLU-1,0,curv
5166,cornet_z,ReLU-1,0,curv
5167,cornet_z,ReLU-1,0,curv
5168,cornet_z,ReLU-1,0,curv
5169,cornet_z,ReLU-1,0,curv
5170,cornet_z,ReLU-1,0,curv
5171,cornet_z,ReLU-1,0,curv
5172,cornet_z,ReLU-1,0,curv
5173,cornet_z,ReLU-1,0,curv
5174,cornet_z,ReLU-1,0,curv
5175,cornet_z,ReLU-1,0,curv
5176,cornet_z,ReLU-1,0,curv
5177,cornet_z,ReLU-1,0,curv
5178,cornet_z,ReLU-1,0,curv
5179,cornet_z,ReLU-1,0,curv
5180,cornet_z,ReLU-1,0,curv
5181,cornet_z,ReLU-1,0,curv
5182,cornet_z,ReLU-1,0,curv
5183,cornet_z,ReLU-1,0,curv
5184,cornet_z,ReLU-1,0,curv
5185,cornet_z,ReLU-1,0,curv
5186,cornet_z,ReLU-1,0,curv
5187,cornet_z,ReLU-1,0,curv
5188,cornet_z,ReLU-1,0,curv
5189,cornet_z,ReLU-1,0,curv
5190,cornet_z,ReLU-1,0,curv
5191,cornet_z,ReLU-1,0,curv
5192,cornet_z,ReLU-1,0,curv
5193,cornet_z,ReLU-1,0,curv
5194,cornet_z,ReLU-1,0,curv
5195,cornet_z,ReLU-1,0,curv
5196,cornet_z,ReLU-1,0,curv
5197,cornet_z,ReLU-1,0,curv
5198,cornet_z,ReLU-1,0,curv
5199,cornet_z,ReLU-1,0,curv
5200,cornet_z,ReLU-1,0,curv
5201,cornet_z,ReLU-1,0,curv
5202,cornet_z,ReLU-1,0,curv
5203,cornet_z,ReLU-1,0,curv
5204,cornet_z,ReLU-1,0,curv
5205,cornet_z,ReLU-1,0,curv
5206,cornet_z,ReLU-1,0,curv
5207,cornet_z,ReLU-1,0,curv
5208,cornet_z,ReLU-1,0,curv
