,model,layer,accuracy,experiment
2374,vgg19,ReLU-13,1,curv
2375,vgg19,ReLU-13,0,curv
2376,vgg19,ReLU-13,0,curv
2377,vgg19,ReLU-13,1,curv
2378,vgg19,ReLU-13,1,curv
2379,vgg19,ReLU-13,1,curv
2380,vgg19,ReLU-13,1,curv
2381,vgg19,ReLU-13,1,curv
2382,vgg19,ReLU-13,1,curv
2383,vgg19,ReLU-13,1,curv
2384,vgg19,ReLU-13,1,curv
2385,vgg19,ReLU-13,1,curv
2386,vgg19,ReLU-13,1,curv
2387,vgg19,ReLU-13,0,curv
2388,vgg19,ReLU-13,0,curv
2389,vgg19,ReLU-13,1,curv
2390,vgg19,ReLU-13,0,curv
2391,vgg19,ReLU-13,1,curv
2392,vgg19,ReLU-13,1,curv
2393,vgg19,ReLU-13,0,curv
2394,vgg19,ReLU-13,1,curv
2395,vgg19,ReLU-13,1,curv
2396,vgg19,ReLU-13,1,curv
2397,vgg19,ReLU-13,1,curv
2398,vgg19,ReLU-13,0,curv
2399,vgg19,ReLU-13,1,curv
2400,vgg19,ReLU-14,1,curv
2401,vgg19,ReLU-14,0,curv
2402,vgg19,ReLU-14,1,curv
2403,vgg19,ReLU-14,1,curv
2404,vgg19,ReLU-14,0,curv
2405,vgg19,ReLU-14,1,curv
2406,vgg19,ReLU-14,1,curv
2407,vgg19,ReLU-14,1,curv
2408,vgg19,ReLU-14,1,curv
2409,vgg19,ReLU-14,0,curv
2410,vgg19,ReLU-14,0,curv
2411,vgg19,ReLU-14,0,curv
2412,vgg19,ReLU-14,1,curv
2413,vgg19,ReLU-14,1,curv
2414,vgg19,ReLU-14,0,curv
2415,vgg19,ReLU-14,0,curv
2416,vgg19,ReLU-14,1,curv
2417,vgg19,ReLU-14,1,curv
2418,vgg19,ReLU-14,1,curv
2419,vgg19,ReLU-14,1,curv
2420,vgg19,ReLU-14,1,curv
2421,vgg19,ReLU-14,1,curv
2422,vgg19,ReLU-14,1,curv
2423,vgg19,ReLU-14,1,curv
2424,vgg19,ReLU-14,1,curv
2425,vgg19,ReLU-14,1,curv
2426,vgg19,ReLU-14,1,curv
2427,vgg19,ReLU-14,1,curv
2428,vgg19,ReLU-14,1,curv
2429,vgg19,ReLU-14,1,curv
2430,vgg19,ReLU-14,1,curv
2431,vgg19,ReLU-14,1,curv
2432,vgg19,ReLU-14,1,curv
2433,vgg19,ReLU-14,1,curv
2434,vgg19,ReLU-14,1,curv
2435,vgg19,ReLU-14,1,curv
2436,vgg19,ReLU-14,1,curv
2437,vgg19,ReLU-14,1,curv
2438,vgg19,ReLU-14,1,curv
2439,vgg19,ReLU-14,1,curv
2440,vgg19,ReLU-14,1,curv
2441,vgg19,ReLU-14,1,curv
2442,vgg19,ReLU-14,1,curv
2443,vgg19,ReLU-14,1,curv
2444,vgg19,ReLU-14,1,curv
2445,vgg19,ReLU-14,1,curv
2446,vgg19,ReLU-14,1,curv
2447,vgg19,ReLU-14,1,curv
2448,vgg19,ReLU-14,1,curv
2449,vgg19,ReLU-14,1,curv
2450,vgg19,ReLU-14,0,curv
2451,vgg19,ReLU-14,1,curv
2452,vgg19,ReLU-14,1,curv
2453,vgg19,ReLU-14,1,curv
2454,vgg19,ReLU-14,1,curv
2455,vgg19,ReLU-14,1,curv
2456,vgg19,ReLU-14,1,curv
2457,vgg19,ReLU-14,1,curv
2458,vgg19,ReLU-14,1,curv
2459,vgg19,ReLU-14,1,curv
2460,vgg19,ReLU-14,1,curv
2461,vgg19,ReLU-14,1,curv
2462,vgg19,ReLU-14,1,curv
2463,vgg19,ReLU-14,1,curv
2464,vgg19,ReLU-14,1,curv
2465,vgg19,ReLU-14,1,curv
2466,vgg19,ReLU-14,1,curv
2467,vgg19,ReLU-14,0,curv
2468,vgg19,ReLU-14,1,curv
2469,vgg19,ReLU-14,1,curv
2470,vgg19,ReLU-14,1,curv
2471,vgg19,ReLU-14,1,curv
2472,vgg19,ReLU-14,1,curv
2473,vgg19,ReLU-14,1,curv
2474,vgg19,ReLU-14,1,curv
2475,vgg19,ReLU-14,1,curv
2476,vgg19,ReLU-14,1,curv
2477,vgg19,ReLU-14,0,curv
2478,vgg19,ReLU-14,1,curv
2479,vgg19,ReLU-14,1,curv
2480,vgg19,ReLU-14,1,curv
2481,vgg19,ReLU-14,1,curv
2482,vgg19,ReLU-14,1,curv
2483,vgg19,ReLU-14,1,curv
2484,vgg19,ReLU-14,1,curv
2485,vgg19,ReLU-14,1,curv
2486,vgg19,ReLU-14,1,curv
2487,vgg19,ReLU-14,1,curv
2488,vgg19,ReLU-14,1,curv
2489,vgg19,ReLU-14,1,curv
2490,vgg19,ReLU-14,1,curv
2491,vgg19,ReLU-14,1,curv
2492,vgg19,ReLU-14,1,curv
2493,vgg19,ReLU-14,1,curv
2494,vgg19,ReLU-14,0,curv
2495,vgg19,ReLU-14,1,curv
2496,vgg19,ReLU-14,1,curv
2497,vgg19,ReLU-14,1,curv
2498,vgg19,ReLU-14,1,curv
2499,vgg19,ReLU-14,0,curv
2500,vgg19,ReLU-14,1,curv
2501,vgg19,ReLU-14,1,curv
2502,vgg19,ReLU-14,1,curv
2503,vgg19,ReLU-14,1,curv
2504,vgg19,ReLU-14,1,curv
2505,vgg19,ReLU-14,1,curv
2506,vgg19,ReLU-14,0,curv
2507,vgg19,ReLU-14,1,curv
2508,vgg19,ReLU-14,1,curv
2509,vgg19,ReLU-14,1,curv
2510,vgg19,ReLU-14,1,curv
2511,vgg19,ReLU-14,1,curv
2512,vgg19,ReLU-14,1,curv
2513,vgg19,ReLU-14,1,curv
2514,vgg19,ReLU-14,1,curv
2515,vgg19,ReLU-14,1,curv
2516,vgg19,ReLU-14,1,curv
2517,vgg19,ReLU-14,1,curv
2518,vgg19,ReLU-14,1,curv
2519,vgg19,ReLU-14,1,curv
2520,vgg19,ReLU-15,0,curv
2521,vgg19,ReLU-15,0,curv
2522,vgg19,ReLU-15,1,curv
2523,vgg19,ReLU-15,1,curv
2524,vgg19,ReLU-15,0,curv
2525,vgg19,ReLU-15,0,curv
2526,vgg19,ReLU-15,1,curv
2527,vgg19,ReLU-15,0,curv
2528,vgg19,ReLU-15,0,curv
2529,vgg19,ReLU-15,0,curv
2530,vgg19,ReLU-15,1,curv
2531,vgg19,ReLU-15,1,curv
2532,vgg19,ReLU-15,0,curv
2533,vgg19,ReLU-15,1,curv
2534,vgg19,ReLU-15,1,curv
2535,vgg19,ReLU-15,1,curv
2536,vgg19,ReLU-15,1,curv
2537,vgg19,ReLU-15,1,curv
2538,vgg19,ReLU-15,0,curv
2539,vgg19,ReLU-15,0,curv
2540,vgg19,ReLU-15,1,curv
2541,vgg19,ReLU-15,1,curv
2542,vgg19,ReLU-15,1,curv
2543,vgg19,ReLU-15,1,curv
2544,vgg19,ReLU-15,1,curv
2545,vgg19,ReLU-15,1,curv
2546,vgg19,ReLU-15,1,curv
2547,vgg19,ReLU-15,1,curv
2548,vgg19,ReLU-15,1,curv
2549,vgg19,ReLU-15,1,curv
2550,vgg19,ReLU-15,1,curv
2551,vgg19,ReLU-15,1,curv
2552,vgg19,ReLU-15,1,curv
2553,vgg19,ReLU-15,1,curv
2554,vgg19,ReLU-15,1,curv
2555,vgg19,ReLU-15,1,curv
2556,vgg19,ReLU-15,1,curv
2557,vgg19,ReLU-15,1,curv
2558,vgg19,ReLU-15,1,curv
2559,vgg19,ReLU-15,1,curv
2560,vgg19,ReLU-15,1,curv
2561,vgg19,ReLU-15,1,curv
2562,vgg19,ReLU-15,1,curv
2563,vgg19,ReLU-15,1,curv
2564,vgg19,ReLU-15,1,curv
2565,vgg19,ReLU-15,1,curv
2566,vgg19,ReLU-15,1,curv
2567,vgg19,ReLU-15,1,curv
2568,vgg19,ReLU-15,1,curv
2569,vgg19,ReLU-15,1,curv
2570,vgg19,ReLU-15,1,curv
2571,vgg19,ReLU-15,1,curv
2572,vgg19,ReLU-15,1,curv
2573,vgg19,ReLU-15,1,curv
2574,vgg19,ReLU-15,1,curv
2575,vgg19,ReLU-15,1,curv
2576,vgg19,ReLU-15,1,curv
2577,vgg19,ReLU-15,1,curv
2578,vgg19,ReLU-15,1,curv
2579,vgg19,ReLU-15,1,curv
2580,vgg19,ReLU-15,1,curv
2581,vgg19,ReLU-15,1,curv
2582,vgg19,ReLU-15,1,curv
2583,vgg19,ReLU-15,1,curv
2584,vgg19,ReLU-15,1,curv
2585,vgg19,ReLU-15,1,curv
2586,vgg19,ReLU-15,1,curv
2587,vgg19,ReLU-15,1,curv
2588,vgg19,ReLU-15,1,curv
2589,vgg19,ReLU-15,1,curv
2590,vgg19,ReLU-15,1,curv
2591,vgg19,ReLU-15,1,curv
2592,vgg19,ReLU-15,1,curv
2593,vgg19,ReLU-15,1,curv
2594,vgg19,ReLU-15,1,curv
2595,vgg19,ReLU-15,1,curv
2596,vgg19,ReLU-15,1,curv
2597,vgg19,ReLU-15,1,curv
2598,vgg19,ReLU-15,1,curv
2599,vgg19,ReLU-15,1,curv
2600,vgg19,ReLU-15,1,curv
2601,vgg19,ReLU-15,1,curv
2602,vgg19,ReLU-15,1,curv
2603,vgg19,ReLU-15,1,curv
2604,vgg19,ReLU-15,1,curv
2605,vgg19,ReLU-15,1,curv
2606,vgg19,ReLU-15,1,curv
2607,vgg19,ReLU-15,1,curv
2608,vgg19,ReLU-15,1,curv
2609,vgg19,ReLU-15,1,curv
2610,vgg19,ReLU-15,1,curv
2611,vgg19,ReLU-15,1,curv
2612,vgg19,ReLU-15,1,curv
2613,vgg19,ReLU-15,1,curv
2614,vgg19,ReLU-15,1,curv
2615,vgg19,ReLU-15,1,curv
2616,vgg19,ReLU-15,1,curv
2617,vgg19,ReLU-15,1,curv
2618,vgg19,ReLU-15,1,curv
2619,vgg19,ReLU-15,1,curv
2620,vgg19,ReLU-15,1,curv
2621,vgg19,ReLU-15,1,curv
2622,vgg19,ReLU-15,1,curv
2623,vgg19,ReLU-15,1,curv
2624,vgg19,ReLU-15,1,curv
2625,vgg19,ReLU-15,1,curv
2626,vgg19,ReLU-15,1,curv
2627,vgg19,ReLU-15,1,curv
2628,vgg19,ReLU-15,1,curv
2629,vgg19,ReLU-15,1,curv
2630,vgg19,ReLU-15,1,curv
2631,vgg19,ReLU-15,1,curv
2632,vgg19,ReLU-15,1,curv
2633,vgg19,ReLU-15,1,curv
2634,vgg19,ReLU-15,1,curv
2635,vgg19,ReLU-15,1,curv
2636,vgg19,ReLU-15,1,curv
2637,vgg19,ReLU-15,1,curv
2638,vgg19,ReLU-15,1,curv
2639,vgg19,ReLU-15,1,curv
2640,vgg19,ReLU-16,1,curv
2641,vgg19,ReLU-16,1,curv
2642,vgg19,ReLU-16,0,curv
2643,vgg19,ReLU-16,1,curv
2644,vgg19,ReLU-16,1,curv
2645,vgg19,ReLU-16,1,curv
2646,vgg19,ReLU-16,0,curv
2647,vgg19,ReLU-16,1,curv
2648,vgg19,ReLU-16,1,curv
2649,vgg19,ReLU-16,1,curv
2650,vgg19,ReLU-16,1,curv
2651,vgg19,ReLU-16,1,curv
2652,vgg19,ReLU-16,1,curv
2653,vgg19,ReLU-16,1,curv
2654,vgg19,ReLU-16,1,curv
2655,vgg19,ReLU-16,1,curv
2656,vgg19,ReLU-16,1,curv
2657,vgg19,ReLU-16,1,curv
2658,vgg19,ReLU-16,1,curv
2659,vgg19,ReLU-16,1,curv
2660,vgg19,ReLU-16,1,curv
2661,vgg19,ReLU-16,1,curv
2662,vgg19,ReLU-16,1,curv
2663,vgg19,ReLU-16,1,curv
2664,vgg19,ReLU-16,1,curv
2665,vgg19,ReLU-16,1,curv
2666,vgg19,ReLU-16,1,curv
2667,vgg19,ReLU-16,1,curv
2668,vgg19,ReLU-16,1,curv
2669,vgg19,ReLU-16,1,curv
2670,vgg19,ReLU-16,1,curv
2671,vgg19,ReLU-16,1,curv
2672,vgg19,ReLU-16,1,curv
2673,vgg19,ReLU-16,1,curv
2674,vgg19,ReLU-16,1,curv
2675,vgg19,ReLU-16,1,curv
2676,vgg19,ReLU-16,1,curv
2677,vgg19,ReLU-16,1,curv
2678,vgg19,ReLU-16,1,curv
2679,vgg19,ReLU-16,1,curv
2680,vgg19,ReLU-16,1,curv
2681,vgg19,ReLU-16,1,curv
2682,vgg19,ReLU-16,1,curv
2683,vgg19,ReLU-16,1,curv
2684,vgg19,ReLU-16,1,curv
2685,vgg19,ReLU-16,1,curv
2686,vgg19,ReLU-16,1,curv
2687,vgg19,ReLU-16,1,curv
2688,vgg19,ReLU-16,1,curv
2689,vgg19,ReLU-16,1,curv
2690,vgg19,ReLU-16,1,curv
2691,vgg19,ReLU-16,1,curv
2692,vgg19,ReLU-16,1,curv
2693,vgg19,ReLU-16,1,curv
2694,vgg19,ReLU-16,1,curv
2695,vgg19,ReLU-16,1,curv
2696,vgg19,ReLU-16,1,curv
2697,vgg19,ReLU-16,1,curv
2698,vgg19,ReLU-16,1,curv
2699,vgg19,ReLU-16,1,curv
2700,vgg19,ReLU-16,1,curv
2701,vgg19,ReLU-16,1,curv
2702,vgg19,ReLU-16,1,curv
2703,vgg19,ReLU-16,1,curv
2704,vgg19,ReLU-16,1,curv
2705,vgg19,ReLU-16,1,curv
2706,vgg19,ReLU-16,1,curv
2707,vgg19,ReLU-16,1,curv
2708,vgg19,ReLU-16,1,curv
2709,vgg19,ReLU-16,1,curv
2710,vgg19,ReLU-16,1,curv
2711,vgg19,ReLU-16,1,curv
2712,vgg19,ReLU-16,1,curv
2713,vgg19,ReLU-16,1,curv
2714,vgg19,ReLU-16,1,curv
2715,vgg19,ReLU-16,1,curv
2716,vgg19,ReLU-16,1,curv
2717,vgg19,ReLU-16,1,curv
2718,vgg19,ReLU-16,1,curv
2719,vgg19,ReLU-16,1,curv
2720,vgg19,ReLU-16,1,curv
2721,vgg19,ReLU-16,1,curv
2722,vgg19,ReLU-16,1,curv
2723,vgg19,ReLU-16,1,curv
2724,vgg19,ReLU-16,1,curv
2725,vgg19,ReLU-16,1,curv
2726,vgg19,ReLU-16,1,curv
2727,vgg19,ReLU-16,1,curv
2728,vgg19,ReLU-16,1,curv
2729,vgg19,ReLU-16,1,curv
2730,vgg19,ReLU-16,1,curv
2731,vgg19,ReLU-16,1,curv
2732,vgg19,ReLU-16,1,curv
2733,vgg19,ReLU-16,1,curv
2734,vgg19,ReLU-16,1,curv
2735,vgg19,ReLU-16,1,curv
2736,vgg19,ReLU-16,1,curv
2737,vgg19,ReLU-16,1,curv
2738,vgg19,ReLU-16,1,curv
2739,vgg19,ReLU-16,1,curv
2740,vgg19,ReLU-16,1,curv
2741,vgg19,ReLU-16,1,curv
2742,vgg19,ReLU-16,1,curv
2743,vgg19,ReLU-16,1,curv
2744,vgg19,ReLU-16,1,curv
2745,vgg19,ReLU-16,1,curv
2746,vgg19,ReLU-16,1,curv
2747,vgg19,ReLU-16,1,curv
2748,vgg19,ReLU-16,1,curv
2749,vgg19,ReLU-16,1,curv
2750,vgg19,ReLU-16,1,curv
2751,vgg19,ReLU-16,1,curv
2752,vgg19,ReLU-16,1,curv
2753,vgg19,ReLU-16,1,curv
2754,vgg19,ReLU-16,1,curv
2755,vgg19,ReLU-16,1,curv
2756,vgg19,ReLU-16,1,curv
2757,vgg19,ReLU-16,1,curv
2758,vgg19,ReLU-16,1,curv
2759,vgg19,ReLU-16,1,curv
2760,vgg19,ReLU-17,1,curv
2761,vgg19,ReLU-17,1,curv
2762,vgg19,ReLU-17,1,curv
2763,vgg19,ReLU-17,0,curv
2764,vgg19,ReLU-17,1,curv
2765,vgg19,ReLU-17,1,curv
2766,vgg19,ReLU-17,1,curv
2767,vgg19,ReLU-17,1,curv
2768,vgg19,ReLU-17,1,curv
2769,vgg19,ReLU-17,1,curv
2770,vgg19,ReLU-17,1,curv
2771,vgg19,ReLU-17,1,curv
2772,vgg19,ReLU-17,1,curv
2773,vgg19,ReLU-17,1,curv
2774,vgg19,ReLU-17,0,curv
2775,vgg19,ReLU-17,0,curv
2776,vgg19,ReLU-17,1,curv
2777,vgg19,ReLU-17,1,curv
2778,vgg19,ReLU-17,1,curv
2779,vgg19,ReLU-17,0,curv
2780,vgg19,ReLU-17,1,curv
2781,vgg19,ReLU-17,1,curv
2782,vgg19,ReLU-17,1,curv
2783,vgg19,ReLU-17,1,curv
2784,vgg19,ReLU-17,1,curv
2785,vgg19,ReLU-17,1,curv
2786,vgg19,ReLU-17,1,curv
2787,vgg19,ReLU-17,1,curv
2788,vgg19,ReLU-17,1,curv
2789,vgg19,ReLU-17,1,curv
2790,vgg19,ReLU-17,1,curv
2791,vgg19,ReLU-17,1,curv
2792,vgg19,ReLU-17,1,curv
2793,vgg19,ReLU-17,1,curv
2794,vgg19,ReLU-17,1,curv
2795,vgg19,ReLU-17,1,curv
2796,vgg19,ReLU-17,1,curv
2797,vgg19,ReLU-17,1,curv
2798,vgg19,ReLU-17,1,curv
2799,vgg19,ReLU-17,1,curv
2800,vgg19,ReLU-17,1,curv
2801,vgg19,ReLU-17,1,curv
2802,vgg19,ReLU-17,1,curv
2803,vgg19,ReLU-17,1,curv
2804,vgg19,ReLU-17,1,curv
2805,vgg19,ReLU-17,1,curv
2806,vgg19,ReLU-17,1,curv
2807,vgg19,ReLU-17,1,curv
2808,vgg19,ReLU-17,1,curv
2809,vgg19,ReLU-17,1,curv
2810,vgg19,ReLU-17,1,curv
2811,vgg19,ReLU-17,1,curv
2812,vgg19,ReLU-17,1,curv
2813,vgg19,ReLU-17,1,curv
2814,vgg19,ReLU-17,1,curv
2815,vgg19,ReLU-17,1,curv
2816,vgg19,ReLU-17,1,curv
2817,vgg19,ReLU-17,1,curv
2818,vgg19,ReLU-17,1,curv
2819,vgg19,ReLU-17,1,curv
2820,vgg19,ReLU-17,1,curv
2821,vgg19,ReLU-17,1,curv
2822,vgg19,ReLU-17,1,curv
2823,vgg19,ReLU-17,1,curv
2824,vgg19,ReLU-17,1,curv
2825,vgg19,ReLU-17,1,curv
2826,vgg19,ReLU-17,1,curv
2827,vgg19,ReLU-17,1,curv
2828,vgg19,ReLU-17,1,curv
2829,vgg19,ReLU-17,1,curv
2830,vgg19,ReLU-17,1,curv
2831,vgg19,ReLU-17,1,curv
2832,vgg19,ReLU-17,1,curv
2833,vgg19,ReLU-17,1,curv
2834,vgg19,ReLU-17,1,curv
2835,vgg19,ReLU-17,1,curv
2836,vgg19,ReLU-17,1,curv
2837,vgg19,ReLU-17,1,curv
2838,vgg19,ReLU-17,1,curv
2839,vgg19,ReLU-17,1,curv
2840,vgg19,ReLU-17,1,curv
2841,vgg19,ReLU-17,1,curv
2842,vgg19,ReLU-17,1,curv
2843,vgg19,ReLU-17,1,curv
2844,vgg19,ReLU-17,1,curv
2845,vgg19,ReLU-17,1,curv
2846,vgg19,ReLU-17,1,curv
2847,vgg19,ReLU-17,1,curv
2848,vgg19,ReLU-17,1,curv
2849,vgg19,ReLU-17,1,curv
2850,vgg19,ReLU-17,1,curv
2851,vgg19,ReLU-17,1,curv
2852,vgg19,ReLU-17,1,curv
2853,vgg19,ReLU-17,1,curv
2854,vgg19,ReLU-17,1,curv
2855,vgg19,ReLU-17,1,curv
2856,vgg19,ReLU-17,1,curv
2857,vgg19,ReLU-17,1,curv
2858,vgg19,ReLU-17,1,curv
2859,vgg19,ReLU-17,1,curv
2860,vgg19,ReLU-17,1,curv
2861,vgg19,ReLU-17,1,curv
2862,vgg19,ReLU-17,1,curv
2863,vgg19,ReLU-17,1,curv
2864,vgg19,ReLU-17,1,curv
2865,vgg19,ReLU-17,1,curv
2866,vgg19,ReLU-17,1,curv
2867,vgg19,ReLU-17,1,curv
2868,vgg19,ReLU-17,1,curv
2869,vgg19,ReLU-17,1,curv
2870,vgg19,ReLU-17,1,curv
2871,vgg19,ReLU-17,1,curv
2872,vgg19,ReLU-17,1,curv
2873,vgg19,ReLU-17,1,curv
2874,vgg19,ReLU-17,1,curv
2875,vgg19,ReLU-17,0,curv
2876,vgg19,ReLU-17,1,curv
2877,vgg19,ReLU-17,0,curv
2878,vgg19,ReLU-17,1,curv
2879,vgg19,ReLU-17,1,curv
2880,vgg19,ReLU-18,1,curv
2881,vgg19,ReLU-18,0,curv
2882,vgg19,ReLU-18,0,curv
2883,vgg19,ReLU-18,1,curv
2884,vgg19,ReLU-18,1,curv
2885,vgg19,ReLU-18,0,curv
2886,vgg19,ReLU-18,1,curv
2887,vgg19,ReLU-18,0,curv
2888,vgg19,ReLU-18,1,curv
2889,vgg19,ReLU-18,0,curv
2890,vgg19,ReLU-18,0,curv
2891,vgg19,ReLU-18,1,curv
2892,vgg19,ReLU-18,1,curv
2893,vgg19,ReLU-18,0,curv
2894,vgg19,ReLU-18,0,curv
2895,vgg19,ReLU-18,1,curv
2896,vgg19,ReLU-18,1,curv
2897,vgg19,ReLU-18,1,curv
2898,vgg19,ReLU-18,0,curv
2899,vgg19,ReLU-18,1,curv
2900,vgg19,ReLU-18,1,curv
2901,vgg19,ReLU-18,1,curv
2902,vgg19,ReLU-18,1,curv
2903,vgg19,ReLU-18,1,curv
2904,vgg19,ReLU-18,1,curv
2905,vgg19,ReLU-18,1,curv
2906,vgg19,ReLU-18,1,curv
2907,vgg19,ReLU-18,1,curv
2908,vgg19,ReLU-18,1,curv
2909,vgg19,ReLU-18,1,curv
2910,vgg19,ReLU-18,1,curv
2911,vgg19,ReLU-18,1,curv
2912,vgg19,ReLU-18,1,curv
2913,vgg19,ReLU-18,1,curv
2914,vgg19,ReLU-18,1,curv
2915,vgg19,ReLU-18,1,curv
2916,vgg19,ReLU-18,1,curv
2917,vgg19,ReLU-18,1,curv
2918,vgg19,ReLU-18,1,curv
2919,vgg19,ReLU-18,1,curv
2920,vgg19,ReLU-18,1,curv
2921,vgg19,ReLU-18,1,curv
2922,vgg19,ReLU-18,1,curv
2923,vgg19,ReLU-18,1,curv
2924,vgg19,ReLU-18,1,curv
2925,vgg19,ReLU-18,1,curv
2926,vgg19,ReLU-18,1,curv
2927,vgg19,ReLU-18,1,curv
2928,vgg19,ReLU-18,1,curv
2929,vgg19,ReLU-18,1,curv
2930,vgg19,ReLU-18,1,curv
2931,vgg19,ReLU-18,1,curv
2932,vgg19,ReLU-18,1,curv
2933,vgg19,ReLU-18,1,curv
2934,vgg19,ReLU-18,1,curv
2935,vgg19,ReLU-18,1,curv
2936,vgg19,ReLU-18,1,curv
2937,vgg19,ReLU-18,1,curv
2938,vgg19,ReLU-18,1,curv
2939,vgg19,ReLU-18,1,curv
2940,vgg19,ReLU-18,1,curv
2941,vgg19,ReLU-18,1,curv
2942,vgg19,ReLU-18,1,curv
2943,vgg19,ReLU-18,1,curv
2944,vgg19,ReLU-18,1,curv
2945,vgg19,ReLU-18,1,curv
2946,vgg19,ReLU-18,1,curv
2947,vgg19,ReLU-18,1,curv
2948,vgg19,ReLU-18,1,curv
2949,vgg19,ReLU-18,1,curv
2950,vgg19,ReLU-18,1,curv
2951,vgg19,ReLU-18,1,curv
2952,vgg19,ReLU-18,1,curv
2953,vgg19,ReLU-18,1,curv
2954,vgg19,ReLU-18,1,curv
2955,vgg19,ReLU-18,1,curv
2956,vgg19,ReLU-18,1,curv
2957,vgg19,ReLU-18,1,curv
2958,vgg19,ReLU-18,1,curv
2959,vgg19,ReLU-18,1,curv
2960,vgg19,ReLU-18,1,curv
2961,vgg19,ReLU-18,1,curv
2962,vgg19,ReLU-18,1,curv
2963,vgg19,ReLU-18,1,curv
2964,vgg19,ReLU-18,1,curv
2965,vgg19,ReLU-18,1,curv
2966,vgg19,ReLU-18,1,curv
2967,vgg19,ReLU-18,1,curv
2968,vgg19,ReLU-18,1,curv
2969,vgg19,ReLU-18,1,curv
2970,vgg19,ReLU-18,1,curv
2971,vgg19,ReLU-18,1,curv
2972,vgg19,ReLU-18,1,curv
2973,vgg19,ReLU-18,1,curv
2974,vgg19,ReLU-18,1,curv
2975,vgg19,ReLU-18,1,curv
2976,vgg19,ReLU-18,1,curv
2977,vgg19,ReLU-18,1,curv
2978,vgg19,ReLU-18,1,curv
2979,vgg19,ReLU-18,1,curv
2980,vgg19,ReLU-18,1,curv
2981,vgg19,ReLU-18,1,curv
2982,vgg19,ReLU-18,1,curv
2983,vgg19,ReLU-18,1,curv
2984,vgg19,ReLU-18,1,curv
2985,vgg19,ReLU-18,1,curv
2986,vgg19,ReLU-18,1,curv
2987,vgg19,ReLU-18,1,curv
2988,vgg19,ReLU-18,1,curv
2989,vgg19,ReLU-18,1,curv
2990,vgg19,ReLU-18,1,curv
2991,vgg19,ReLU-18,1,curv
2992,vgg19,ReLU-18,1,curv
2993,vgg19,ReLU-18,1,curv
2994,vgg19,ReLU-18,1,curv
2995,vgg19,ReLU-18,1,curv
2996,vgg19,ReLU-18,1,curv
2997,vgg19,ReLU-18,1,curv
2998,vgg19,ReLU-18,1,curv
2999,vgg19,ReLU-18,1,curv
3000,resnet18,ReLU-1,0,curv
3001,resnet18,ReLU-1,1,curv
3002,resnet18,ReLU-1,0,curv
3003,resnet18,ReLU-1,1,curv
3004,resnet18,ReLU-1,0,curv
3005,resnet18,ReLU-1,0,curv
3006,resnet18,ReLU-1,0,curv
3007,resnet18,ReLU-1,0,curv
3008,resnet18,ReLU-1,0,curv
3009,resnet18,ReLU-1,1,curv
3010,resnet18,ReLU-1,1,curv
3011,resnet18,ReLU-1,1,curv
3012,resnet18,ReLU-1,1,curv
3013,resnet18,ReLU-1,0,curv
3014,resnet18,ReLU-1,0,curv
3015,resnet18,ReLU-1,1,curv
3016,resnet18,ReLU-1,0,curv
3017,resnet18,ReLU-1,0,curv
3018,resnet18,ReLU-1,0,curv
3019,resnet18,ReLU-1,0,curv
3020,resnet18,ReLU-1,0,curv
3021,resnet18,ReLU-1,1,curv
3022,resnet18,ReLU-1,0,curv
3023,resnet18,ReLU-1,0,curv
3024,resnet18,ReLU-1,0,curv
3025,resnet18,ReLU-1,1,curv
3026,resnet18,ReLU-1,1,curv
3027,resnet18,ReLU-1,0,curv
3028,resnet18,ReLU-1,1,curv
3029,resnet18,ReLU-1,1,curv
3030,resnet18,ReLU-1,0,curv
3031,resnet18,ReLU-1,0,curv
3032,resnet18,ReLU-1,1,curv
3033,resnet18,ReLU-1,0,curv
3034,resnet18,ReLU-1,1,curv
3035,resnet18,ReLU-1,1,curv
3036,resnet18,ReLU-1,0,curv
3037,resnet18,ReLU-1,1,curv
3038,resnet18,ReLU-1,0,curv
3039,resnet18,ReLU-1,1,curv
3040,resnet18,ReLU-1,0,curv
3041,resnet18,ReLU-1,0,curv
3042,resnet18,ReLU-1,0,curv
3043,resnet18,ReLU-1,1,curv
3044,resnet18,ReLU-1,0,curv
3045,resnet18,ReLU-1,0,curv
3046,resnet18,ReLU-1,0,curv
3047,resnet18,ReLU-1,0,curv
3048,resnet18,ReLU-1,0,curv
3049,resnet18,ReLU-1,0,curv
3050,resnet18,ReLU-1,1,curv
3051,resnet18,ReLU-1,1,curv
3052,resnet18,ReLU-1,0,curv
3053,resnet18,ReLU-1,0,curv
3054,resnet18,ReLU-1,0,curv
3055,resnet18,ReLU-1,0,curv
3056,resnet18,ReLU-1,0,curv
3057,resnet18,ReLU-1,0,curv
3058,resnet18,ReLU-1,0,curv
3059,resnet18,ReLU-1,0,curv
3060,resnet18,ReLU-1,0,curv
3061,resnet18,ReLU-1,0,curv
3062,resnet18,ReLU-1,0,curv
3063,resnet18,ReLU-1,0,curv
3064,resnet18,ReLU-1,0,curv
3065,resnet18,ReLU-1,1,curv
3066,resnet18,ReLU-1,0,curv
3067,resnet18,ReLU-1,0,curv
3068,resnet18,ReLU-1,0,curv
3069,resnet18,ReLU-1,0,curv
3070,resnet18,ReLU-1,1,curv
3071,resnet18,ReLU-1,0,curv
3072,resnet18,ReLU-1,0,curv
