,model,layer,accuracy,experiment
2661,vgg19,ReLU-16,1,rect
2662,vgg19,ReLU-16,1,rect
2663,vgg19,ReLU-16,1,rect
2664,vgg19,ReLU-16,1,rect
2665,vgg19,ReLU-16,1,rect
2666,vgg19,ReLU-16,1,rect
2667,vgg19,ReLU-16,1,rect
2668,vgg19,ReLU-16,1,rect
2669,vgg19,ReLU-16,1,rect
2670,vgg19,ReLU-16,1,rect
2671,vgg19,ReLU-16,1,rect
2672,vgg19,ReLU-16,1,rect
2673,vgg19,ReLU-16,1,rect
2674,vgg19,ReLU-16,1,rect
2675,vgg19,ReLU-16,1,rect
2676,vgg19,ReLU-16,1,rect
2677,vgg19,ReLU-16,1,rect
2678,vgg19,ReLU-16,1,rect
2679,vgg19,ReLU-16,1,rect
2680,vgg19,ReLU-16,1,rect
2681,vgg19,ReLU-16,1,rect
2682,vgg19,ReLU-16,1,rect
2683,vgg19,ReLU-16,1,rect
2684,vgg19,ReLU-16,1,rect
2685,vgg19,ReLU-16,1,rect
2686,vgg19,ReLU-16,1,rect
2687,vgg19,ReLU-16,1,rect
2688,vgg19,ReLU-16,1,rect
2689,vgg19,ReLU-16,1,rect
2690,vgg19,ReLU-16,1,rect
2691,vgg19,ReLU-16,1,rect
2692,vgg19,ReLU-16,1,rect
2693,vgg19,ReLU-16,1,rect
2694,vgg19,ReLU-16,1,rect
2695,vgg19,ReLU-16,1,rect
2696,vgg19,ReLU-16,1,rect
2697,vgg19,ReLU-16,1,rect
2698,vgg19,ReLU-16,1,rect
2699,vgg19,ReLU-16,1,rect
2700,vgg19,ReLU-16,1,rect
2701,vgg19,ReLU-16,1,rect
2702,vgg19,ReLU-16,1,rect
2703,vgg19,ReLU-16,1,rect
2704,vgg19,ReLU-16,1,rect
2705,vgg19,ReLU-16,1,rect
2706,vgg19,ReLU-16,1,rect
2707,vgg19,ReLU-16,1,rect
2708,vgg19,ReLU-16,1,rect
2709,vgg19,ReLU-16,1,rect
2710,vgg19,ReLU-16,1,rect
2711,vgg19,ReLU-16,1,rect
2712,vgg19,ReLU-16,1,rect
2713,vgg19,ReLU-16,1,rect
2714,vgg19,ReLU-16,1,rect
2715,vgg19,ReLU-16,1,rect
2716,vgg19,ReLU-16,0,rect
2717,vgg19,ReLU-16,1,rect
2718,vgg19,ReLU-16,1,rect
2719,vgg19,ReLU-16,0,rect
2720,vgg19,ReLU-16,1,rect
2721,vgg19,ReLU-16,1,rect
2722,vgg19,ReLU-16,1,rect
2723,vgg19,ReLU-16,1,rect
2724,vgg19,ReLU-16,1,rect
2725,vgg19,ReLU-16,1,rect
2726,vgg19,ReLU-16,1,rect
2727,vgg19,ReLU-16,1,rect
2728,vgg19,ReLU-16,1,rect
2729,vgg19,ReLU-16,1,rect
2730,vgg19,ReLU-16,1,rect
2731,vgg19,ReLU-16,1,rect
2732,vgg19,ReLU-16,1,rect
2733,vgg19,ReLU-16,1,rect
2734,vgg19,ReLU-16,1,rect
2735,vgg19,ReLU-16,1,rect
2736,vgg19,ReLU-16,1,rect
2737,vgg19,ReLU-16,1,rect
2738,vgg19,ReLU-16,1,rect
2739,vgg19,ReLU-16,1,rect
2740,vgg19,ReLU-16,1,rect
2741,vgg19,ReLU-16,0,rect
2742,vgg19,ReLU-16,1,rect
2743,vgg19,ReLU-16,1,rect
2744,vgg19,ReLU-16,1,rect
2745,vgg19,ReLU-16,1,rect
2746,vgg19,ReLU-16,1,rect
2747,vgg19,ReLU-16,1,rect
2748,vgg19,ReLU-16,1,rect
2749,vgg19,ReLU-16,1,rect
2750,vgg19,ReLU-16,1,rect
2751,vgg19,ReLU-16,1,rect
2752,vgg19,ReLU-16,1,rect
2753,vgg19,ReLU-16,1,rect
2754,vgg19,ReLU-16,1,rect
2755,vgg19,ReLU-16,1,rect
2756,vgg19,ReLU-16,1,rect
2757,vgg19,ReLU-16,0,rect
2758,vgg19,ReLU-16,1,rect
2759,vgg19,ReLU-16,1,rect
2760,vgg19,ReLU-17,1,rect
2761,vgg19,ReLU-17,1,rect
2762,vgg19,ReLU-17,1,rect
2763,vgg19,ReLU-17,1,rect
2764,vgg19,ReLU-17,1,rect
2765,vgg19,ReLU-17,1,rect
2766,vgg19,ReLU-17,1,rect
2767,vgg19,ReLU-17,1,rect
2768,vgg19,ReLU-17,1,rect
2769,vgg19,ReLU-17,1,rect
2770,vgg19,ReLU-17,1,rect
2771,vgg19,ReLU-17,1,rect
2772,vgg19,ReLU-17,1,rect
2773,vgg19,ReLU-17,1,rect
2774,vgg19,ReLU-17,1,rect
2775,vgg19,ReLU-17,1,rect
2776,vgg19,ReLU-17,1,rect
2777,vgg19,ReLU-17,1,rect
2778,vgg19,ReLU-17,1,rect
2779,vgg19,ReLU-17,1,rect
2780,vgg19,ReLU-17,1,rect
2781,vgg19,ReLU-17,1,rect
2782,vgg19,ReLU-17,1,rect
2783,vgg19,ReLU-17,1,rect
2784,vgg19,ReLU-17,1,rect
2785,vgg19,ReLU-17,1,rect
2786,vgg19,ReLU-17,1,rect
2787,vgg19,ReLU-17,1,rect
2788,vgg19,ReLU-17,1,rect
2789,vgg19,ReLU-17,1,rect
2790,vgg19,ReLU-17,1,rect
2791,vgg19,ReLU-17,1,rect
2792,vgg19,ReLU-17,1,rect
2793,vgg19,ReLU-17,1,rect
2794,vgg19,ReLU-17,1,rect
2795,vgg19,ReLU-17,1,rect
2796,vgg19,ReLU-17,1,rect
2797,vgg19,ReLU-17,1,rect
2798,vgg19,ReLU-17,1,rect
2799,vgg19,ReLU-17,1,rect
2800,vgg19,ReLU-17,1,rect
2801,vgg19,ReLU-17,1,rect
2802,vgg19,ReLU-17,1,rect
2803,vgg19,ReLU-17,1,rect
2804,vgg19,ReLU-17,1,rect
2805,vgg19,ReLU-17,1,rect
2806,vgg19,ReLU-17,1,rect
2807,vgg19,ReLU-17,1,rect
2808,vgg19,ReLU-17,1,rect
2809,vgg19,ReLU-17,1,rect
2810,vgg19,ReLU-17,1,rect
2811,vgg19,ReLU-17,1,rect
2812,vgg19,ReLU-17,1,rect
2813,vgg19,ReLU-17,1,rect
2814,vgg19,ReLU-17,1,rect
2815,vgg19,ReLU-17,1,rect
2816,vgg19,ReLU-17,1,rect
2817,vgg19,ReLU-17,1,rect
2818,vgg19,ReLU-17,1,rect
2819,vgg19,ReLU-17,1,rect
2820,vgg19,ReLU-17,1,rect
2821,vgg19,ReLU-17,1,rect
2822,vgg19,ReLU-17,1,rect
2823,vgg19,ReLU-17,1,rect
2824,vgg19,ReLU-17,1,rect
2825,vgg19,ReLU-17,1,rect
2826,vgg19,ReLU-17,1,rect
2827,vgg19,ReLU-17,1,rect
2828,vgg19,ReLU-17,1,rect
2829,vgg19,ReLU-17,1,rect
2830,vgg19,ReLU-17,1,rect
2831,vgg19,ReLU-17,1,rect
2832,vgg19,ReLU-17,1,rect
2833,vgg19,ReLU-17,1,rect
2834,vgg19,ReLU-17,1,rect
2835,vgg19,ReLU-17,1,rect
2836,vgg19,ReLU-17,1,rect
2837,vgg19,ReLU-17,1,rect
2838,vgg19,ReLU-17,1,rect
2839,vgg19,ReLU-17,1,rect
2840,vgg19,ReLU-17,1,rect
2841,vgg19,ReLU-17,1,rect
2842,vgg19,ReLU-17,1,rect
2843,vgg19,ReLU-17,1,rect
2844,vgg19,ReLU-17,1,rect
2845,vgg19,ReLU-17,1,rect
2846,vgg19,ReLU-17,1,rect
2847,vgg19,ReLU-17,1,rect
2848,vgg19,ReLU-17,1,rect
2849,vgg19,ReLU-17,1,rect
2850,vgg19,ReLU-17,1,rect
2851,vgg19,ReLU-17,1,rect
2852,vgg19,ReLU-17,1,rect
2853,vgg19,ReLU-17,1,rect
2854,vgg19,ReLU-17,1,rect
2855,vgg19,ReLU-17,1,rect
2856,vgg19,ReLU-17,1,rect
2857,vgg19,ReLU-17,1,rect
2858,vgg19,ReLU-17,1,rect
2859,vgg19,ReLU-17,1,rect
2860,vgg19,ReLU-17,1,rect
2861,vgg19,ReLU-17,1,rect
2862,vgg19,ReLU-17,1,rect
2863,vgg19,ReLU-17,1,rect
2864,vgg19,ReLU-17,1,rect
2865,vgg19,ReLU-17,1,rect
2866,vgg19,ReLU-17,1,rect
2867,vgg19,ReLU-17,1,rect
2868,vgg19,ReLU-17,1,rect
2869,vgg19,ReLU-17,1,rect
2870,vgg19,ReLU-17,1,rect
2871,vgg19,ReLU-17,1,rect
2872,vgg19,ReLU-17,1,rect
2873,vgg19,ReLU-17,1,rect
2874,vgg19,ReLU-17,1,rect
2875,vgg19,ReLU-17,1,rect
2876,vgg19,ReLU-17,1,rect
2877,vgg19,ReLU-17,1,rect
2878,vgg19,ReLU-17,1,rect
2879,vgg19,ReLU-17,1,rect
2880,vgg19,ReLU-18,1,rect
2881,vgg19,ReLU-18,1,rect
2882,vgg19,ReLU-18,1,rect
2883,vgg19,ReLU-18,1,rect
2884,vgg19,ReLU-18,1,rect
2885,vgg19,ReLU-18,1,rect
2886,vgg19,ReLU-18,1,rect
2887,vgg19,ReLU-18,1,rect
2888,vgg19,ReLU-18,1,rect
2889,vgg19,ReLU-18,1,rect
2890,vgg19,ReLU-18,1,rect
2891,vgg19,ReLU-18,1,rect
2892,vgg19,ReLU-18,1,rect
2893,vgg19,ReLU-18,1,rect
2894,vgg19,ReLU-18,1,rect
2895,vgg19,ReLU-18,1,rect
2896,vgg19,ReLU-18,1,rect
2897,vgg19,ReLU-18,1,rect
2898,vgg19,ReLU-18,1,rect
2899,vgg19,ReLU-18,1,rect
2900,vgg19,ReLU-18,1,rect
2901,vgg19,ReLU-18,1,rect
2902,vgg19,ReLU-18,1,rect
2903,vgg19,ReLU-18,1,rect
2904,vgg19,ReLU-18,1,rect
2905,vgg19,ReLU-18,1,rect
2906,vgg19,ReLU-18,1,rect
2907,vgg19,ReLU-18,1,rect
2908,vgg19,ReLU-18,1,rect
2909,vgg19,ReLU-18,1,rect
2910,vgg19,ReLU-18,1,rect
2911,vgg19,ReLU-18,1,rect
2912,vgg19,ReLU-18,1,rect
2913,vgg19,ReLU-18,1,rect
2914,vgg19,ReLU-18,1,rect
2915,vgg19,ReLU-18,1,rect
2916,vgg19,ReLU-18,1,rect
2917,vgg19,ReLU-18,1,rect
2918,vgg19,ReLU-18,1,rect
2919,vgg19,ReLU-18,1,rect
2920,vgg19,ReLU-18,1,rect
2921,vgg19,ReLU-18,1,rect
2922,vgg19,ReLU-18,1,rect
2923,vgg19,ReLU-18,1,rect
2924,vgg19,ReLU-18,1,rect
2925,vgg19,ReLU-18,1,rect
2926,vgg19,ReLU-18,1,rect
2927,vgg19,ReLU-18,1,rect
2928,vgg19,ReLU-18,1,rect
2929,vgg19,ReLU-18,1,rect
2930,vgg19,ReLU-18,1,rect
2931,vgg19,ReLU-18,1,rect
2932,vgg19,ReLU-18,1,rect
2933,vgg19,ReLU-18,1,rect
2934,vgg19,ReLU-18,1,rect
2935,vgg19,ReLU-18,1,rect
2936,vgg19,ReLU-18,1,rect
2937,vgg19,ReLU-18,1,rect
2938,vgg19,ReLU-18,1,rect
2939,vgg19,ReLU-18,1,rect
2940,vgg19,ReLU-18,1,rect
2941,vgg19,ReLU-18,1,rect
2942,vgg19,ReLU-18,1,rect
2943,vgg19,ReLU-18,1,rect
2944,vgg19,ReLU-18,1,rect
2945,vgg19,ReLU-18,1,rect
2946,vgg19,ReLU-18,0,rect
2947,vgg19,ReLU-18,1,rect
2948,vgg19,ReLU-18,1,rect
2949,vgg19,ReLU-18,1,rect
2950,vgg19,ReLU-18,1,rect
2951,vgg19,ReLU-18,1,rect
2952,vgg19,ReLU-18,1,rect
2953,vgg19,ReLU-18,1,rect
2954,vgg19,ReLU-18,1,rect
2955,vgg19,ReLU-18,1,rect
2956,vgg19,ReLU-18,1,rect
2957,vgg19,ReLU-18,1,rect
2958,vgg19,ReLU-18,1,rect
2959,vgg19,ReLU-18,1,rect
2960,vgg19,ReLU-18,1,rect
2961,vgg19,ReLU-18,1,rect
2962,vgg19,ReLU-18,1,rect
2963,vgg19,ReLU-18,1,rect
2964,vgg19,ReLU-18,1,rect
2965,vgg19,ReLU-18,1,rect
2966,vgg19,ReLU-18,1,rect
2967,vgg19,ReLU-18,1,rect
2968,vgg19,ReLU-18,1,rect
2969,vgg19,ReLU-18,1,rect
2970,vgg19,ReLU-18,1,rect
2971,vgg19,ReLU-18,1,rect
2972,vgg19,ReLU-18,1,rect
2973,vgg19,ReLU-18,1,rect
2974,vgg19,ReLU-18,1,rect
2975,vgg19,ReLU-18,1,rect
2976,vgg19,ReLU-18,1,rect
2977,vgg19,ReLU-18,1,rect
2978,vgg19,ReLU-18,1,rect
2979,vgg19,ReLU-18,1,rect
2980,vgg19,ReLU-18,1,rect
2981,vgg19,ReLU-18,1,rect
2982,vgg19,ReLU-18,1,rect
2983,vgg19,ReLU-18,1,rect
2984,vgg19,ReLU-18,1,rect
2985,vgg19,ReLU-18,1,rect
2986,vgg19,ReLU-18,1,rect
2987,vgg19,ReLU-18,1,rect
2988,vgg19,ReLU-18,1,rect
2989,vgg19,ReLU-18,1,rect
2990,vgg19,ReLU-18,1,rect
2991,vgg19,ReLU-18,1,rect
2992,vgg19,ReLU-18,1,rect
2993,vgg19,ReLU-18,1,rect
2994,vgg19,ReLU-18,1,rect
2995,vgg19,ReLU-18,1,rect
2996,vgg19,ReLU-18,1,rect
2997,vgg19,ReLU-18,1,rect
2998,vgg19,ReLU-18,1,rect
2999,vgg19,ReLU-18,1,rect
3000,resnet18,ReLU-1,0,rect
3001,resnet18,ReLU-1,1,rect
3002,resnet18,ReLU-1,1,rect
3003,resnet18,ReLU-1,0,rect
3004,resnet18,ReLU-1,1,rect
3005,resnet18,ReLU-1,1,rect
3006,resnet18,ReLU-1,0,rect
3007,resnet18,ReLU-1,0,rect
3008,resnet18,ReLU-1,0,rect
3009,resnet18,ReLU-1,1,rect
3010,resnet18,ReLU-1,0,rect
3011,resnet18,ReLU-1,0,rect
3012,resnet18,ReLU-1,0,rect
3013,resnet18,ReLU-1,1,rect
3014,resnet18,ReLU-1,0,rect
3015,resnet18,ReLU-1,0,rect
3016,resnet18,ReLU-1,0,rect
3017,resnet18,ReLU-1,0,rect
3018,resnet18,ReLU-1,1,rect
3019,resnet18,ReLU-1,0,rect
3020,resnet18,ReLU-1,1,rect
3021,resnet18,ReLU-1,1,rect
3022,resnet18,ReLU-1,1,rect
3023,resnet18,ReLU-1,1,rect
3024,resnet18,ReLU-1,1,rect
3025,resnet18,ReLU-1,1,rect
3026,resnet18,ReLU-1,1,rect
3027,resnet18,ReLU-1,1,rect
3028,resnet18,ReLU-1,1,rect
3029,resnet18,ReLU-1,1,rect
3030,resnet18,ReLU-1,1,rect
3031,resnet18,ReLU-1,1,rect
3032,resnet18,ReLU-1,1,rect
3033,resnet18,ReLU-1,1,rect
3034,resnet18,ReLU-1,1,rect
3035,resnet18,ReLU-1,1,rect
3036,resnet18,ReLU-1,1,rect
3037,resnet18,ReLU-1,1,rect
3038,resnet18,ReLU-1,1,rect
3039,resnet18,ReLU-1,1,rect
3040,resnet18,ReLU-1,1,rect
3041,resnet18,ReLU-1,1,rect
3042,resnet18,ReLU-1,1,rect
3043,resnet18,ReLU-1,1,rect
3044,resnet18,ReLU-1,1,rect
3045,resnet18,ReLU-1,1,rect
3046,resnet18,ReLU-1,1,rect
3047,resnet18,ReLU-1,1,rect
3048,resnet18,ReLU-1,1,rect
3049,resnet18,ReLU-1,1,rect
3050,resnet18,ReLU-1,1,rect
3051,resnet18,ReLU-1,1,rect
3052,resnet18,ReLU-1,1,rect
3053,resnet18,ReLU-1,1,rect
3054,resnet18,ReLU-1,1,rect
3055,resnet18,ReLU-1,1,rect
3056,resnet18,ReLU-1,1,rect
3057,resnet18,ReLU-1,1,rect
3058,resnet18,ReLU-1,1,rect
3059,resnet18,ReLU-1,1,rect
3060,resnet18,ReLU-1,1,rect
3061,resnet18,ReLU-1,0,rect
3062,resnet18,ReLU-1,1,rect
3063,resnet18,ReLU-1,1,rect
3064,resnet18,ReLU-1,1,rect
3065,resnet18,ReLU-1,1,rect
3066,resnet18,ReLU-1,0,rect
3067,resnet18,ReLU-1,1,rect
3068,resnet18,ReLU-1,1,rect
3069,resnet18,ReLU-1,0,rect
3070,resnet18,ReLU-1,1,rect
3071,resnet18,ReLU-1,0,rect
3072,resnet18,ReLU-1,1,rect
3073,resnet18,ReLU-1,1,rect
3074,resnet18,ReLU-1,0,rect
3075,resnet18,ReLU-1,1,rect
3076,resnet18,ReLU-1,1,rect
3077,resnet18,ReLU-1,0,rect
3078,resnet18,ReLU-1,1,rect
3079,resnet18,ReLU-1,1,rect
3080,resnet18,ReLU-1,1,rect
3081,resnet18,ReLU-1,0,rect
3082,resnet18,ReLU-1,1,rect
3083,resnet18,ReLU-1,1,rect
3084,resnet18,ReLU-1,1,rect
3085,resnet18,ReLU-1,1,rect
3086,resnet18,ReLU-1,1,rect
3087,resnet18,ReLU-1,1,rect
3088,resnet18,ReLU-1,1,rect
3089,resnet18,ReLU-1,1,rect
3090,resnet18,ReLU-1,1,rect
3091,resnet18,ReLU-1,1,rect
3092,resnet18,ReLU-1,0,rect
3093,resnet18,ReLU-1,1,rect
3094,resnet18,ReLU-1,1,rect
3095,resnet18,ReLU-1,1,rect
3096,resnet18,ReLU-1,1,rect
3097,resnet18,ReLU-1,1,rect
3098,resnet18,ReLU-1,1,rect
3099,resnet18,ReLU-1,1,rect
3100,resnet18,ReLU-1,1,rect
3101,resnet18,ReLU-1,1,rect
3102,resnet18,ReLU-1,1,rect
3103,resnet18,ReLU-1,0,rect
3104,resnet18,ReLU-1,0,rect
3105,resnet18,ReLU-1,0,rect
3106,resnet18,ReLU-1,1,rect
3107,resnet18,ReLU-1,0,rect
3108,resnet18,ReLU-1,0,rect
3109,resnet18,ReLU-1,1,rect
3110,resnet18,ReLU-1,1,rect
3111,resnet18,ReLU-1,0,rect
3112,resnet18,ReLU-1,0,rect
3113,resnet18,ReLU-1,1,rect
3114,resnet18,ReLU-1,1,rect
3115,resnet18,ReLU-1,0,rect
3116,resnet18,ReLU-1,0,rect
3117,resnet18,ReLU-1,1,rect
3118,resnet18,ReLU-1,0,rect
3119,resnet18,ReLU-1,1,rect
3120,resnet18,ReLU-2,0,rect
3121,resnet18,ReLU-2,0,rect
3122,resnet18,ReLU-2,0,rect
3123,resnet18,ReLU-2,1,rect
3124,resnet18,ReLU-2,1,rect
3125,resnet18,ReLU-2,1,rect
3126,resnet18,ReLU-2,1,rect
3127,resnet18,ReLU-2,0,rect
3128,resnet18,ReLU-2,1,rect
3129,resnet18,ReLU-2,1,rect
3130,resnet18,ReLU-2,1,rect
3131,resnet18,ReLU-2,0,rect
3132,resnet18,ReLU-2,0,rect
3133,resnet18,ReLU-2,0,rect
3134,resnet18,ReLU-2,0,rect
3135,resnet18,ReLU-2,0,rect
3136,resnet18,ReLU-2,0,rect
3137,resnet18,ReLU-2,0,rect
3138,resnet18,ReLU-2,0,rect
3139,resnet18,ReLU-2,0,rect
3140,resnet18,ReLU-2,1,rect
3141,resnet18,ReLU-2,0,rect
3142,resnet18,ReLU-2,1,rect
3143,resnet18,ReLU-2,1,rect
3144,resnet18,ReLU-2,1,rect
3145,resnet18,ReLU-2,1,rect
3146,resnet18,ReLU-2,1,rect
3147,resnet18,ReLU-2,1,rect
3148,resnet18,ReLU-2,1,rect
3149,resnet18,ReLU-2,1,rect
3150,resnet18,ReLU-2,1,rect
3151,resnet18,ReLU-2,1,rect
3152,resnet18,ReLU-2,1,rect
3153,resnet18,ReLU-2,0,rect
3154,resnet18,ReLU-2,1,rect
3155,resnet18,ReLU-2,1,rect
3156,resnet18,ReLU-2,1,rect
3157,resnet18,ReLU-2,0,rect
3158,resnet18,ReLU-2,1,rect
3159,resnet18,ReLU-2,1,rect
3160,resnet18,ReLU-2,1,rect
3161,resnet18,ReLU-2,1,rect
3162,resnet18,ReLU-2,1,rect
3163,resnet18,ReLU-2,1,rect
3164,resnet18,ReLU-2,1,rect
3165,resnet18,ReLU-2,1,rect
3166,resnet18,ReLU-2,1,rect
3167,resnet18,ReLU-2,1,rect
3168,resnet18,ReLU-2,1,rect
3169,resnet18,ReLU-2,1,rect
3170,resnet18,ReLU-2,1,rect
3171,resnet18,ReLU-2,1,rect
3172,resnet18,ReLU-2,1,rect
3173,resnet18,ReLU-2,1,rect
3174,resnet18,ReLU-2,1,rect
3175,resnet18,ReLU-2,1,rect
3176,resnet18,ReLU-2,1,rect
3177,resnet18,ReLU-2,1,rect
3178,resnet18,ReLU-2,1,rect
3179,resnet18,ReLU-2,1,rect
3180,resnet18,ReLU-2,1,rect
3181,resnet18,ReLU-2,1,rect
3182,resnet18,ReLU-2,0,rect
3183,resnet18,ReLU-2,1,rect
3184,resnet18,ReLU-2,0,rect
3185,resnet18,ReLU-2,1,rect
3186,resnet18,ReLU-2,0,rect
3187,resnet18,ReLU-2,0,rect
3188,resnet18,ReLU-2,1,rect
3189,resnet18,ReLU-2,1,rect
3190,resnet18,ReLU-2,1,rect
3191,resnet18,ReLU-2,0,rect
3192,resnet18,ReLU-2,0,rect
3193,resnet18,ReLU-2,0,rect
3194,resnet18,ReLU-2,1,rect
3195,resnet18,ReLU-2,1,rect
3196,resnet18,ReLU-2,1,rect
3197,resnet18,ReLU-2,0,rect
3198,resnet18,ReLU-2,1,rect
3199,resnet18,ReLU-2,0,rect
3200,resnet18,ReLU-2,1,rect
3201,resnet18,ReLU-2,1,rect
3202,resnet18,ReLU-2,1,rect
3203,resnet18,ReLU-2,1,rect
3204,resnet18,ReLU-2,1,rect
3205,resnet18,ReLU-2,1,rect
3206,resnet18,ReLU-2,1,rect
3207,resnet18,ReLU-2,1,rect
3208,resnet18,ReLU-2,1,rect
3209,resnet18,ReLU-2,1,rect
3210,resnet18,ReLU-2,1,rect
3211,resnet18,ReLU-2,1,rect
3212,resnet18,ReLU-2,1,rect
3213,resnet18,ReLU-2,1,rect
3214,resnet18,ReLU-2,0,rect
3215,resnet18,ReLU-2,1,rect
3216,resnet18,ReLU-2,1,rect
3217,resnet18,ReLU-2,1,rect
3218,resnet18,ReLU-2,1,rect
3219,resnet18,ReLU-2,0,rect
3220,resnet18,ReLU-2,1,rect
3221,resnet18,ReLU-2,1,rect
3222,resnet18,ReLU-2,1,rect
3223,resnet18,ReLU-2,1,rect
3224,resnet18,ReLU-2,0,rect
3225,resnet18,ReLU-2,1,rect
3226,resnet18,ReLU-2,1,rect
3227,resnet18,ReLU-2,0,rect
3228,resnet18,ReLU-2,0,rect
3229,resnet18,ReLU-2,0,rect
3230,resnet18,ReLU-2,0,rect
3231,resnet18,ReLU-2,1,rect
3232,resnet18,ReLU-2,0,rect
3233,resnet18,ReLU-2,0,rect
3234,resnet18,ReLU-2,0,rect
3235,resnet18,ReLU-2,1,rect
3236,resnet18,ReLU-2,0,rect
3237,resnet18,ReLU-2,0,rect
3238,resnet18,ReLU-2,0,rect
3239,resnet18,ReLU-2,0,rect
3240,resnet18,ReLU-3,1,rect
3241,resnet18,ReLU-3,1,rect
3242,resnet18,ReLU-3,0,rect
3243,resnet18,ReLU-3,0,rect
3244,resnet18,ReLU-3,0,rect
3245,resnet18,ReLU-3,0,rect
3246,resnet18,ReLU-3,1,rect
3247,resnet18,ReLU-3,0,rect
3248,resnet18,ReLU-3,0,rect
3249,resnet18,ReLU-3,0,rect
3250,resnet18,ReLU-3,0,rect
3251,resnet18,ReLU-3,1,rect
3252,resnet18,ReLU-3,1,rect
3253,resnet18,ReLU-3,0,rect
3254,resnet18,ReLU-3,0,rect
3255,resnet18,ReLU-3,0,rect
3256,resnet18,ReLU-3,0,rect
3257,resnet18,ReLU-3,1,rect
3258,resnet18,ReLU-3,0,rect
3259,resnet18,ReLU-3,1,rect
3260,resnet18,ReLU-3,0,rect
3261,resnet18,ReLU-3,0,rect
3262,resnet18,ReLU-3,1,rect
3263,resnet18,ReLU-3,1,rect
3264,resnet18,ReLU-3,1,rect
3265,resnet18,ReLU-3,1,rect
3266,resnet18,ReLU-3,1,rect
3267,resnet18,ReLU-3,1,rect
3268,resnet18,ReLU-3,1,rect
3269,resnet18,ReLU-3,1,rect
3270,resnet18,ReLU-3,0,rect
3271,resnet18,ReLU-3,1,rect
3272,resnet18,ReLU-3,1,rect
3273,resnet18,ReLU-3,1,rect
3274,resnet18,ReLU-3,1,rect
3275,resnet18,ReLU-3,1,rect
3276,resnet18,ReLU-3,1,rect
3277,resnet18,ReLU-3,1,rect
3278,resnet18,ReLU-3,1,rect
3279,resnet18,ReLU-3,1,rect
3280,resnet18,ReLU-3,1,rect
3281,resnet18,ReLU-3,1,rect
3282,resnet18,ReLU-3,1,rect
3283,resnet18,ReLU-3,1,rect
3284,resnet18,ReLU-3,1,rect
3285,resnet18,ReLU-3,1,rect
3286,resnet18,ReLU-3,1,rect
3287,resnet18,ReLU-3,1,rect
3288,resnet18,ReLU-3,1,rect
3289,resnet18,ReLU-3,1,rect
3290,resnet18,ReLU-3,1,rect
3291,resnet18,ReLU-3,1,rect
3292,resnet18,ReLU-3,1,rect
3293,resnet18,ReLU-3,1,rect
3294,resnet18,ReLU-3,1,rect
3295,resnet18,ReLU-3,1,rect
3296,resnet18,ReLU-3,1,rect
3297,resnet18,ReLU-3,1,rect
3298,resnet18,ReLU-3,1,rect
3299,resnet18,ReLU-3,1,rect
3300,resnet18,ReLU-3,1,rect
3301,resnet18,ReLU-3,1,rect
3302,resnet18,ReLU-3,0,rect
3303,resnet18,ReLU-3,0,rect
3304,resnet18,ReLU-3,0,rect
3305,resnet18,ReLU-3,0,rect
3306,resnet18,ReLU-3,1,rect
3307,resnet18,ReLU-3,1,rect
3308,resnet18,ReLU-3,1,rect
3309,resnet18,ReLU-3,1,rect
3310,resnet18,ReLU-3,1,rect
3311,resnet18,ReLU-3,1,rect
3312,resnet18,ReLU-3,0,rect
3313,resnet18,ReLU-3,0,rect
3314,resnet18,ReLU-3,0,rect
3315,resnet18,ReLU-3,0,rect
3316,resnet18,ReLU-3,1,rect
3317,resnet18,ReLU-3,0,rect
3318,resnet18,ReLU-3,1,rect
3319,resnet18,ReLU-3,0,rect
3320,resnet18,ReLU-3,1,rect
3321,resnet18,ReLU-3,1,rect
3322,resnet18,ReLU-3,1,rect
3323,resnet18,ReLU-3,1,rect
3324,resnet18,ReLU-3,1,rect
3325,resnet18,ReLU-3,1,rect
3326,resnet18,ReLU-3,1,rect
3327,resnet18,ReLU-3,1,rect
3328,resnet18,ReLU-3,1,rect
3329,resnet18,ReLU-3,0,rect
3330,resnet18,ReLU-3,1,rect
3331,resnet18,ReLU-3,1,rect
3332,resnet18,ReLU-3,1,rect
3333,resnet18,ReLU-3,1,rect
3334,resnet18,ReLU-3,1,rect
3335,resnet18,ReLU-3,1,rect
3336,resnet18,ReLU-3,1,rect
3337,resnet18,ReLU-3,1,rect
3338,resnet18,ReLU-3,1,rect
3339,resnet18,ReLU-3,1,rect
3340,resnet18,ReLU-3,1,rect
3341,resnet18,ReLU-3,0,rect
3342,resnet18,ReLU-3,0,rect
3343,resnet18,ReLU-3,0,rect
3344,resnet18,ReLU-3,0,rect
3345,resnet18,ReLU-3,0,rect
3346,resnet18,ReLU-3,0,rect
3347,resnet18,ReLU-3,0,rect
3348,resnet18,ReLU-3,0,rect
3349,resnet18,ReLU-3,0,rect
3350,resnet18,ReLU-3,0,rect
3351,resnet18,ReLU-3,1,rect
3352,resnet18,ReLU-3,1,rect
3353,resnet18,ReLU-3,0,rect
3354,resnet18,ReLU-3,0,rect
3355,resnet18,ReLU-3,0,rect
3356,resnet18,ReLU-3,0,rect
3357,resnet18,ReLU-3,1,rect
3358,resnet18,ReLU-3,1,rect
3359,resnet18,ReLU-3,0,rect
